,url,date,q_title,q_content
195,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40102&docId=351131340&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=196&search_sort=0&spq=0,2020.03.26,파미셀 현 시점에서 가장 중요한 투자정보가 필요합니다.,파미셀 오늘 신고가 + 상한가 들락날락 거리는데요지금 이 구간에서 판단을 어떻게 하느냐가 수익과 손실을 가를거라고 생각되서중요한 정보만 확보하면서 대비책을 마련해두려고 합니다파미셀에 대해 중요하다고 할만한 핵심 정보만 공유받고 싶습니다찌라시도 좋습니다팩트 정보도 당연히 좋구요부탁드릴게요
196,https://kin.naver.com/qna/detail.nhn?d1id=1&dirId=11002&docId=351059988&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=197&search_sort=0&spq=0,2020.03.25,한타 바이러스에 관하여,청원 한번씩만 해주시면 감사하겠습니다 ㅜㅜhttps://www1.president.go.kr/petitions/Temp/AYBSWx부탁드려요!!
197,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60215&docId=348205789&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=198&search_sort=0&spq=0,2020.02.25,코로나 핸드폰,코로나 걸리면 핸드폰 가져가서 정보 뒤진다는데 관련법이 있나요? 거부하면 어떻게 되나요?
198,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=302140101&docId=346803753&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=199&search_sort=0&spq=0,2020.02.09,방탄소년단 2월 몇일애 컴백한다던데 음중 나오나요?뮤뱅이나?인가나 아니면 바로 콘서트 하나요?, 
199,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30207&docId=349353283&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=200&search_sort=0&spq=0,2020.03.09,2020더팩트 뮤직 어워즈,더팩트 뮤직 어워즈 코로나 때문에 연기된거잖아요..그럼 올해 2020년에는 안하는건가요?? 아님 코로나 잠잠해지면 그때 한다는건가요?그리고 혹시 투표도 다시 해야되는건가요?
200,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60205&docId=350302092&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=201&search_sort=0&spq=0,2020.03.18,코로나 가짜 기사,저는 중학교 숙제로 코로나에 대한 가짜 기사에 대해 쓰라고 하는데 어떤 기사를 쓰면 좋을까요?
201,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70402&docId=348203836&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=202&search_sort=0&spq=0,2020.02.25,드라이기로 옷 소독해도 바이러스 사나요??,"요즘 코로나 19가 판을 치고 있잖아요. 밖에 나갔다 오면 소독약으로 물건들을 다 닦고 그러거든요. 근데 가방이나 겉옷이랑 티, 바지는 소독을 못해서 알아보니까 25~26도 이상이면 바이러스가 살지 못한다고 하더라고요. 그 정도에 온도가 없어서 드라이기로 했거든요. 그렇게 해도 바이러스가 못살지 않나요?? 이 방법이 아니면 쉬운 방법 좀 부탁드립니다.(내공 70)"
202,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=1121&docId=349152112&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=203&search_sort=0&spq=0,2020.03.06,갑자기 궁금한데 코로나에 걸려서 입원해있으면개인물품같은거 가져갈 수 있나요??책이나 휴대폰 같은거..., 
203,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40102&docId=349740537&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=204&search_sort=0&spq=0,2020.03.12,EDGC 주가 추이 분석 및 전망,EDGC 주가 계속 두고봤을 때 어떨까요? 꾸준히 가지고 있어도 될만한 놈인지..코로나 팬데믹 영향도 크게 받나용???
204,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60801&docId=349169476&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=205&search_sort=0&spq=0,2020.03.06,마이리얼트립 항공권취소 어이없어요 ㅋㅋ,군인이라서 항공권결항아니여도 수수료면제로 환불받을수있다고 아시아나에서 공지올렸는데 마이리얼트립에 군복무 인증할수있는 서류랑 휴가제한 문서 첨부하고 환불 문의하면 아시아나한테 보내라고 떠넘기기식으로 말하던데 아시아나는 여행사가 처리하고 아시아나랑 연결해야한다고 그래서다시 마이리얼트립에 문의하니까 동문서답 코로나19로 결항된건에대해 팩트확인하고 오라고 2번째반복중인데 이거 매크로같네요????????????? 파산한건가요????????????
205,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61402&docId=349016543&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=206&search_sort=0&spq=0,2020.03.05,박근혜석방 뭐예요??,뉴스를 안보고살아서 잘 모르는데요 제가 아는건 최순실실세였던거랑 연예계블랙리스트랑 웹툰작가들 블랙리스트도 있었던거같고뉴스검열이랑 촛불시위까지 알아요 그 후에 문재인 대통령 된거 이후로는 남북미 회담만 알고 다른건 잘 몰라요이번에 코로나때문에 문재인 대처 미흡했다고 욕하는거같은데 이거랑 박근혜랑 관련이 있는건가요??정당에 치우쳐진거 말고 팩트만 알려주세요
206,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=8010502&docId=350639389&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=207&search_sort=0&spq=0,2020.03.21,동생이 너무 자기 할일을 안하고게임만해요,"고2되는 남학생입니다. 제 동생이 초등학생인데 너무 게임,유튜브만 하고 살아서고민이에요.. 절대 공부안한다고 걱정이 아닙니다.아침에 일어나자마자 컴퓨터키고 게임하다가제가 학원 갔다와서도 계속 하고있어요. 그후로도 계속하고요. 배고플때 빼고 게임만하더군요 그러면서 배고프다고 찡찡대면 진짜 하...그냥 말그대로 하루종일 게임만 하거든요.코로나 때문에 집밖에 못나가는것도 알고 집에서 딱히 할게 없다는것도 알아요. 근데 그전부터도 항상 이랬어요 그래도 이건 너무한게 아닌가 싶어 얘기해보아도 사춘기인지 귀찮다는식으로 대답하고 조금 뭐라하면 지 친구들도 이러고 산다고 말대꾸 하면서 짜증만냅니다. 전에는 그래도 자기 할건 다 하면서 놀아서 아무 말도 안했어요. 갑자기 요즘들어서 책상도 완전 폐인처럼 해놓고 학원도 점점 땡땡이칠려하고 물어보면 지 친구들도 이런다네요 ㅋㅋㅋㅋㅋㅋ지 친구들도 이러는데 나는 하면안되?? ㅋㅋㅋㅋㅋ기가차서 말이안나오더라구요. 맘 약해서 때리지도 못하겠고 이거 어떻게야 할까요??그리고 친구 타령하는건 뭐라고 해줘야 팩트로 때릴수 있을까요??부모님도 걱정이 태산이십니다..제발 다른 취미를 만들었으면 좋겠어요.시력도 갑자기 안좋아졌구요. 당장 지한테 피해가 없으니까 상관없다는데.. 답변 부탁드립니다..."
207,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=302140101&docId=350008956&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=208&search_sort=0&spq=0,2020.03.15,방탄 해체소식 뭐임?,엄마가 방탄소년단 인기가요에두 안나오구 노래만 나올수도 있고 진 군대가서 해체할수도 있고 코로나때문 에 해체도 가능성이 있다고 했는데 진짜인가요?
208,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010105&docId=348179666&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=209&search_sort=0&spq=0,2020.02.25,코로나 양성 판정시 핸드폰 압수 (내공 50),"인터넷에서 코로나 양성 판정 받으면 역학조사 때문에 핸드폰 가져간다는거 진짜에요?? 저 갤러리 털리는 순간 뛰어내려야 하는데,;"
209,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=612&docId=348328723&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=210&search_sort=0&spq=0,2020.02.27,코로나 걸리면 핸드폰 검사하나요? ㅜㅜ,코로나 걸리면 핸드폰으로 제가 카카오톡 인스타 페북 트위터에 싸질러놓은 거랑 사진들도 다 검사하나요? ㅜㅜ 며칠 전에 마도조사 4권 질렀는데 제가 19금 소설 읽은 것도 다 만천하에 알려지는 건가요? 그냥 한강 물에 핸드폰 던지면 안 되나요?
210,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70402&docId=349369104&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=211&search_sort=0&spq=0,2020.03.09,마스크 재사용,코로나때문에 마스크를 못구해서 하나를 거의 한달동안 쓰고 있는데 괜찮을까요?
211,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60201&docId=349571902&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=212&search_sort=0&spq=0,2020.03.11,"안녕하세요작년 19년 11월에 음주운전으로 면허 취소가 되었습니다아직도 많이 반성중 있으며, 음주운전교육을 받아야 한다고 들었습니다. 교육은 받을수 있는 기간이 최대가 몇개월 안까지 받아야 하는지 알고싶습니다.1.음주운전 정지 16년 5월 1회2.음주운전 취소 19년 11월 2회 총 2회가 있으며 재판은 현재 코로나로 인해 4월로 연기가 되었습니다. 만약 벌금형이 나온다면 얼마정도가 나올찌도궁금한 상태 입니다", 
212,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=80107&docId=350055706&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=213&search_sort=0&spq=0,2020.03.16,내공100군인친구 생일선물 추천해주세요,지금 코로나때문에 직접 면회가는건 못해서 선물줄려고하는데 문화상품권같은거 보내줘도 괜찮나요?
213,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61404&docId=347656563&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=214&search_sort=0&spq=0,2020.02.19,독재자 문재인대통령은 왜 자기가 망쳐놓은 우리나라 경제를 신종코로나바이러스 탓하고 있죠? 이해가 완전 안돼서요....., 
214,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=408&docId=349558631&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=215&search_sort=0&spq=0,2020.03.11,코로나 허위뉴스,"코로나 19 감염증과 관련된 허위뉴스(가짜뉴스)에 대한 기사와,이 같은 상황에서 발생 할 수 있는 도덕문제와이를 해결하기 위해 필요한 태도 알려주세요!"
215,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50104&docId=348632792&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=216&search_sort=0&spq=0,2020.03.01,수제 면마스크에 부직포와 필터를 함께 넣어야 하나요?,"얼마전 수제 면마스크에 정전기용 필터를 넣으면 KF80.94의 효과를 볼 수 있다고 나와서 필터를 사는 분들이 많이 늘어났네요.궁금한 것은 정전기용 필터는 미세먼지를 막는데 효과적인 것이고, 지금 코로나는 일단 침 등의 타액을 차단하는 것이 우선인 것으로 알고 있습니다.그렇다면 수제 면마스크를 만들때도 면마스크만으로는 침 등의 타액을 막을 수 없고, 정전기용 필터는 미세먼지에 효과적이니, 타액의 침투를 막기위해서는 수제 면마스크 안에 정전기용 필터가 아닌 부직포용 필터를 장착해야 하는 것이 아닐까 생각이 됩니다.어떤게 맞는 것인지 답변부탁드립니다."
216,https://kin.naver.com/qna/detail.nhn?d1id=9&dirId=9020102&docId=345618405&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=217&search_sort=0&spq=0,2020.01.25,중국 우한 페렴에 대해서 질문,중국 우한 페렴에 대해서 사람들이 많은 관심을 가지고 있는데 몇가지 질문 좀 하겠습니다.문제인 대통령이 1.중국인들 입국을 허용한다고 들었는데 그럼 계속들어올수있나요?비행기가 없는데도요?2.메르스바이러스는 그때 어떻게 대처했는지 기억이 안나는데 백신이 있었나요?3.이번 중국 우한 페렴 코로나 바이러스에대한 백신은 어떻게 되는건가요?만약 없다면 어떻게해야하는건가요?
217,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=705&docId=348259771&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=218&search_sort=0&spq=0,2020.02.26,내공150마스크 소금물에 절이면 재사용할 수 있나요?,"[생각의학] 정종희 박사가 제시하는 ”코로나 바이러스 난국을 이겨낼 수 있는 방법”식용소금으로 코팅된 마스크가 5분 안에 코로나 바이러스와 같은 바이러스를 중화할 수 있다는 연구 결과가 있습니다. (캐나다 University of Alberta의 생명 공학과 교수 ​​Hyo Hick-Jick)“조금 진한 식용소금물에 마스크를 담가 두었다가 말려서 쓰면 현재 마스크들의 단점을 보완하고 바이러스의 공포에서 벗어 나는데 큰 도움이 된다”바이러스는 소금물 속에서 살아 있을 수 없습니다.소금물 마스크에 더해서 천일염과 같은 좋은 소금을가지고 다니면서 침으로 녹여먹거나 물에짭짤하게 타서 조금씩 목의 점막을축여주거나 눈가나 코주위를 닦아주는것도 바이러스의 감염을 막을 수 있는 소중한 방법입니다.그리고 천일염이나 한번 구운 죽염과 같은 좋은 소금을 음식에 맛이 좋을 정도로 넣어서 음식을 섭취하여 인체 체액의 염도를 0.9%가 될 수 있도록 유지시켜주면, 이미 인체에 침범한 코로나 바이러스나 변종바이러스의 인체손상을 억제하거나 막는 강한 면역체계가 구축되는데 큰 역할을 하게 됩니다.소금을 많이 먹어서 해로운 것이 아니라, 좋은 소금을 적당히 먹어야 어떤 바이러스도 이겨낼 수 있는 강한 면역력을 가질 수 있습니다.이제는 싱겁게 먹어야 한다는 잘못된 지식과 의식에서 벗어나야 우리 국민뿐 아니라 인류가 바이러스와 병균의 공격속에서 살아 남을 수 있습니다.소금은 가장 강력한 항생제이며 가장 강한 면역물질이며 자연 해독제 입니다.‘소금이야기’,  ‘생명의 소금’, '뇌 손상도 회복시키는 인체자연치유력’ 저자 정종희, Ph.D.#닥터비건 생각의학“How to overcome Korona” of Compassion!진짠가요?"
218,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=710&docId=349227961&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=219&search_sort=0&spq=0,2020.03.07,마스크 재사용시 락스사용,지금 코로나 때문에. 마스크 구하기가 너무 어려워 재사용도 고려하고 있는데요질문드립니다.가정에서 사용하는 락스를 일정 비율 희석한 용액에 마스크를 담가뒀다가 꺼내서 물로 깨끗이 헹궈 말려서 착용하는 방법은어떨까요?어짜피마스크로 침방울만 막으면 되는 부분 아닌가.? 하는 생각이 들어서요유한락스 홈페이지에서 보니 마스크를 락스 희석액에 담궜다가깨끗한물로 헹궈 말리면 호흡기에 영향을 주지 않는다고 하더라고요
219,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=8020604&docId=348037900&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=220&search_sort=0&spq=0,2020.02.24,66의 행복으로 집에서 억대 연봉 벌수있다는데 사실인가요?,친구가 집에서 66의행복으로 폰 하나 가꼬 억대 연봉을 벌수있다고.. 하는데....혹시 아시는 분 있으시면 알려주세여.......코로나 때문에 무서워 죽겠는데 알바도 못나가겠구집에서 돈벌수있는건 뭐든 해보고싶은데진짜 벌수있나요?
220,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60901&docId=347716152&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=221&search_sort=0&spq=0,2020.02.20,신천지가 왜 문제인지 종교색 빼고 말씀해주실분,코로나 사태를 빌미(?)로 신천지에 대한 불쾌감을 심하게 드러내는 분들이 계셔서 문득 궁금해졌습니다.저는 종교 자체를 불신하는 편이라 종교적인 이유를 제외하고는 뭐가 문제인가요?? 그냥 포교가 심하고 처음에 숨기고 접근한다는 거 말곤 잘 모르겠습니다. 길가에서 자기집 맛있다더 꼬셔서 따라갔는데 비싸고 맛없는 집 간 정도?? 그런 거야 이 세상에 넘쳐나서요. 빠지면 일생생활 불가? 빠지면 일상생활 불가한 거도 세상에 넘쳐나서요.. 신천지 가면 직장도 다 잃고 가족도 파탄나나요? 그럼 유지가 안될테니.. 그건 말이 안되고. 말도 안되는 교리인가요? 뭐 무당도 제사비 수천만원 받으면서 이빨까는데 그건 토속신앙이라던데요. 종교란 거 자체가 사람의 약한 부분을 보조해주기 위한 도구라고 생각해서요. 다만 신천지는 현대사회 전반을 모두 커버하고 있는 기독교 카톨릭의 교리를 뒤튼거라 부인받는 거 아닌가 라는 생각이 들어 질문드립니다.종교적인 답변은 말아주세요. 팩트 위주의 답변 부탁드립니다. 도덕적인 문제도 말고요. 이세상에 도덕적인 문제가 되는 일이 한두갭니까. 유튜브만 켜도 말같지도 않은 얘기들로 돈받고 다니는데요. 허위사실이요? 허위사실은 정치인들도 다 잘하는데요. 그냥 진짜 문제가 되는 게 뭘까요. 옹호가 아니라 그냥 제 마음속에서 정립을 하고 싶어서요. 고견 부탁드립니다.
221,https://kin.naver.com/qna/detail.nhn?d1id=10&dirId=1001020206&docId=349629259&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=222&search_sort=0&spq=0,2020.03.11,프로듀스48의 조작논란과 아이즈원에 대한 질문,"최근들어 아이즈원이라는 그룹에 관심을 가지게된 사람입니다.그렇기에 프듀48도 돌려보고 기사도 읽던 도중 프듀 시리즈의 조작논란을 알게 되었습니다 제가 궁금한것은 지금까지 나온 아이즈원멤버들의 조작에 관한 팩트들입니다. 정확한 정보를 알고 계신분들만 답변 부탁드립니다.(안준영피디가 실토한 조작사실, 현재의 재판 상황 등)그리고 앞으로 아이즈원의 방향성에 대해 뇌피셜 한마디씩만 부탁드립니다. 감사합니다."
222,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010107&docId=348518909&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=223&search_sort=0&spq=0,2020.02.29,코로나 19에 관련하여...,"안녕하세요. 저는 평소에 비염기가있는데 심하진않고, 요즘 코가 잘 막히고있습니다. 감기도 잘걸리고 잘 낫지않아서 겨울엔 거의 항상 감기를 달고사는데 그러다가 오늘은 마른기침도 나더니 목이 아픕니다. 호흡에 이상이있진 않고 평소에 손 잘 씻고 마스크도 항상 끼고 다녔는데.. 저희집 근처에 확진자 방문장소가 몇군데 있더라구요... 학원때문에 홍대근처랑 강남역,고속버스터미널 부근에 자주 돌아다녔는데 코로나 일까요? 추가로 코로나 걸리면 휴대폰 압수되는지도 알려주세요. 의심되시면 검사받아보세요. 1339에 전화하거나 보건소 방문하세요. 외출자제하시고 다른사람들과 접촉 피하세요. 등과같은 답변은 삼가주시고 제가 코로나 같은지를 말해주세요. 그리고, 의심증세 보였을때 (외국 및 국내 확진자 전파장소를 방문하거나,검사를 받지않았을때) 돌아다니면 법에 위반되나요?"
223,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61401&docId=348360742&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=224&search_sort=0&spq=0,2020.02.27,내공60문재인정부 잘하고 있는가,"정치를 잘몰라서 질문드립니다.제가 그냥 주워들은 바로는1. 코로나 사태 시초부터 중국인 입국금지했어야 했다.대한의학에서 입국금지 즉시 하라한게 언제인데.. 초기대응이 잘못되어 이사단이 난거다.2. 전국적 마스크 공급부족 원인이 중국에 수출하기때문. 자국민 안전을 등한시하는게 정부의 뜻이냐. 중국 눈치보느라 바빠보인다.3. 짜파구리나 먹고앉아있네 이상황에.1. 중국인입국금지? 우한은 애초부터 자체적으로 봉쇄됐고 중국과의 무역교류 46프로, 최대흑자국인 우리나라가 전면금지로 보복당하고 경제파탄나면 어떡할거냐 일면만 보고 판단하는게아니다.+ 추가로 사진참고 (전우용 페이스북)+ 기사 ""일본은 겨우1500명 검사, 외국 전문가들 한국 코로나19 검사속도에 탄복, '미국 유럽도 못해'""우리나라는 지금 마치 ""단한명의 감염자도 놓치지않겠다"" 하는 자세다. 미국,유럽은 절대 이속도로 진행 못한다. 정말 신속하고 정확하게 대응하고 있고 박수쳐줄 일이다. (사진침고)3.세계적 문화외교 끝판내고 입국한 영화감독 밥한끼 먹인걸로 대응이 어떻고 저떻고 딴지 거는건 잘못됐다. 이렇게 대립이되는데 여러분들은 어떻게 생각하시나요?"
224,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61404&docId=347938477&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=225&search_sort=0&spq=0,2020.02.22,내공10000한번 어떻게 생각하시는지 반박좀 해봐요(무려 내공이 10000),"재밌지 않나요? 1.대통령이 코로나가 이제 거의 완화되었다고 '하자마자' 바로 다음날 '대구에서 만명이 집회'.. 거기에 코로나 환자까지.. 2.또 '그날 아침 이명박 대통령의 17년형 판결'. ====> 신천지 덕에 '이명박 관련 기사는 고작 한줄'이 끝.  2.5. 만약 이명박이 아니라 '조국이었다면 온 인터넷 사이트가 ""조국 17년형"" 으로 도배됐을 텐데' 말이죠...;;; 3. 문재인정부가 지금까지 코로나바이러스 환자를' 40명 이내'로 막아내고 있었는데.. 비록 중국에서 수학여행을 왔었다 하더라도 말이에요. 4. '선거 전'에 일본에선 난리난 바이러스를 대처를 잘 해서 '감염자의 반이 완치'가 된 상태까지 바이러스를 다 잡고 '사흘간 추가 감염자가 발표되지 않고' 있었는데 대선에서 문전부에 좋은 영향을 미칠거라 예상되고 있었을때 ""신천지가 다 말아먹었죠.ㅋ""제가 팩트만 쭉 나열해 보았는데요, 어캐 생각하세요? 우연치곤 좀 묘하지 않나요?   거기에다가 한동안 바이러스 잠잠할때부터 원래 예정되어 있던 점심 만찬을 대통령으로서 국가를 빛내신 분과 함께 드신 건데 이것도 신천지 댓글부대가 짜파구리니 뭐니 하고 태클을 거니 참...    솔직히 문재인 싫어하시는 분들, 좋고싫고 떠나서 위에 팩트들은 다 사실이잖아요?  동의하지 않으시는분들 ""논리적""으로 ""팩트""를 써서 반박해줘보세여 ^^  막 그냥 욕만 씨부리지 마시고염 제발 논리적으로.. ㅇㅋ?   막 ""여기 문천지 한놈 있네... ㅉㅉ"" 이런거 말구.ㅎ"
225,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=1127&docId=348916853&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=226&search_sort=0&spq=0,2020.03.04,문재인 대통령,"이번 코로나 사태로 문재인 대통령을 탄핵해야 한다는 사람이 아주 많은데 궁금해서 질문합니다 우선 저는 문재인 대통령의 지지자도 아니고 반대자도 아닙니다 그냥 여러 인터넷 글들을 보며 궁금해진 점들을 질문드려요1. 문재인 대통령은 뭘 그렇게 잘못한건가요? 중국인 입국 거부를 하지 않아서를 주장하는 사람들이 굉장히 많은데 중국은 강대국이고 수출로 먹고사는 한국이 중국을 그렇게 쳐내면 후에 정치적으로 불이익이 생길 수 있지 않을까요?2. 인터넷과 뉴스에 허위정보들이 난무합니다 방금도 봤는데 안성에는 확진자가 없는데 확진자가 있다고 보도했다더군요 이처럼 매체에서도 허위사실과 거짓정보를 퍼나르는데 욕하는 사람들은 이런 거짓정보를 다 가려내고 정말 팩트만 알고 있는게 맞나요? 거짓정보 대충 보고 제대로 알지도 못하면서 욕하는 사람도 많을거 같아서요3. 마스크 문제도 마찬가지입니다 마스크 공급에 힘쓰고 있다고 들었는데 국민들은 실제로 마스크 공급을 잘 못받고있죠 그런데 이거는 마스크를 사재기하면서 개인의 이익을 챙기려는 사람들의 잘못도 크지않나요?4. 어디서 본 기사인데 외국에서는 한국을 주목하고 있다고 들었습니다 현재 유럽쪽이든 중국, 일본이든 계속해서 확진자가 늘어가고 있는데 한국만큼 사람들 검사가 활발한 나라도 없다고 들었습니다 의심증상이 있는 사람은 검진받으러 오라하고, 무료로 검사를 진행해주는 경우도 있고, 안내문자 및 확진자 동선제공에도 힘쓰고 있는데 어느 점이 마음에 안들어서 욕을 하는 건가요?5. 대구사건이 터지기 전에는 한국은 대처를 잘하고 있다고 했습니다 그런데 31번째 확진자를 스타트로 벌써 천단위로 불어났네요 이거는 31번째 확진자 및 신천지라는 종교의 잘못이지 문재인 대통령의 잘못은 아니지않나요? 개인과 집단이 그렇게 악의적으로 퍼트리고 다니는걸 미래암시를 할수있는 것도 아닌데 어떻게 막으라는건가요?딴소리 하지말고 이번 코르나 사태에서의 문재인 대통령의 잘못 및 질문에 대답해주세요"
226,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61402&docId=348316431&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=227&search_sort=0&spq=0,2020.02.26,자한당과 민주당의 문제점이나 잘한점,"저는 정치에 별 관심이 없다가 코로나 사태로 갑자기 관심이 올라간 한 명의 대한민국 국민입니다. 자유한국당과 민주당 두 당의 논란이 된 점들 (문제점) 이나 잘못한 점들을 말씀해 주실 수 있을까요?두 당이 요즘 핫하던데꼭 답변 하실 때 두 당의 문제점을 모두 말하셔야 합니다.좋은 점도 말하셔도 되구요.하지만 꼭 좋은 점 좋지 않은 점들을 말씀하실 때에는 양 당에 대해서 모두 말씀해 주시길 바랍니다.한 당만 주구장창 좋다, 이 당은 정말 나라가 망할 당이다 --- 같이 한쪽으로만 편향된 의견이나 팩트만 제시하신다면 그냥 삭제할게요.중립을 지켜주시길 바랍니다.되도록이면 간단하게 요약해 주세요~~까다로운 조건이 많아서 죄송합니다.. ㅜ"
227,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=612&docId=349218082&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=228&search_sort=0&spq=0,2020.03.07,국내 코로나의 확산이유는?,솔직히 저희집 부모님은 문재인 대통령이 잘못하고 있다고 말하셔서요 듣기로는 세월호때 컵라면 먹은걸로 뭐라해놓고 본인은 이시국에 짜파구리 메르스때 사망자들 어쩔꺼냐고 정부가 컨트롤타워 해야지 하면서 본인이 지금 대통령인데 사망자 확진자 엄청나게 늘어나고 있고 걱정말고 경제활동 하라고 했으면서 지금 코로나 미친듯이 퍼지고 있고 또 제일 궁금한부분 코로나가 이렇게 퍼진이유는 중국인 입국금지 안해서다 아니면 신천지 때문인거다 이렇게 싸우는데 뭐가 맞는건가요... 팩트를 알고 싶습니다.
228,https://kin.naver.com/qna/detail.nhn?d1id=13&dirId=13040101&docId=348034973&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=229&search_sort=0&spq=0,2020.02.24,코로나때문에미쳐버리겠어요,"이망할코로나바이러스때문에서가대도못가고더팩트도하반기로미뤄지고방학인데놀러다니지도못하고서울도못가고한강도못가고이게뭐하는거에요코로나진짜신발너무짜증나요그리고신천지들다하늘로갔으면좋겠네요3월14일에잠실실내체육관에서모인다는데제가4월11,12,18,19일에잠실종합운동장가야되거든요?코로나때문에서가대못갔으니까내일하는티켓팅성공할게요그럼이만>>> 티켓팅 성공하게응원 열심히 해주시면 채택할게요"
