,url,date,q_title,q_content
367,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=4010503&docId=350367390&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=368&search_sort=0&spq=0,2020.03.18,대출500정도핑요합니다,8등급입니다 기대출 2700 연봉 2100 4개월재직중입니다코로나19로인한 월급이 줄어 대출급 납입이 힘들거같아 대출 500만원정도 급하게필요합이다가능한데있을까요
368,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61404&docId=348603334&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=369&search_sort=0&spq=0,2020.03.01,엄마가 대깨문인데 어떡하나요,"평소 집안에서 정치얘기 1도안꺼내는데 밥먹으면서 폰하다가 문득 엄마도 문재인 탄핵청원함? 물었는데 화내면서 문재인대통령이 뭘 잘못했냐고 나는 문재인까는사람들이 제일 이해안간다고 그러더라고요  씨발 순간 대가리가띵했습니다....아니 잘못들었나? 진짜 내 엄마가 대깨문이라고?? 믿을수가없어서 밥먹는것도 잊고 아니 지금 코로나사태터진것부터가 문재인이 잘못한거 맞는데 무슨소리냐니까 진짜 말도안되는쉴드를 치더군요.중국과의경제 어쩌구저쩌구 마스크배급 하고있는데 뭐 국민들이 잘못알고 간거라며 어쩌구저쩌구,,,,듣다보니 주먹이 부르르 떨렸습니다 점점 아 좆됐다 울엄마 진성대깨문이구나 라는 생각과함께 우리나라 감염자수 전세계 2위에다 중국에 마스크 300만장 넘게 쳐 퍼줬는데 돌아오는건 중국으로부터 입국금지당하고 전세계 수십개국에서 입국금지 당하면서 국격이 똥꾸멍에 쳐박혔는데 이게 잘하고있는거냐 물었습니다물론 돌아오는대답은 신천지탓과 우한 안갔다왔다고 거짓말하고 한국 들어온 사람들이라는 충격적인 답변이었죠....그이후로 말싸움 존나했는데 내 말은 다 가짜뉴스라하는거보고 소름끼쳤습니다 인터넷에서보던 대깨문 달창들이 하는 행동이랑 너무똑같아서....울엄마 고향이 사실은 전라도인걸까요? 충남인걸로 알고있는데 왜이런걸까요 존나 못배워먹은것도아니고 성균관대 석사도 따고 교대도 나오고 나름 공부잘한사람인데 어찌이럴수가있는거임? 진짜 정뚝떨어져서 대학 입학연기돼서 서울늦게올라가려했는데 3월초에바로가기로함 아 생각할수록열받네 ㅅㅂ"
369,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40102&docId=349796813&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=370&search_sort=0&spq=0,2020.03.13,코스피 주가와 금리 상관관계?,코로나때문에 전세계가 난리입니다.얼마전 한국은행 기준금리가 낮아질 거란 뉴스를 봣었어요아무래도 경기 부양을 위해 그러는것 같은데어제 오늘 증시가 폭락 중인데요?이럴경우 시중금리는 어떻게 움직이는 건가요?증시와 금리는 서로 반비례라고 보면 되나요?
370,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60901&docId=350564200&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=371&search_sort=0&spq=0,2020.03.20,코로나 개독바이러스,"세계적으로 귀감이 되고 있는 한국의 코로나 대처.하지만 이보다 훨씬 먼저 빠르고 안정적으로 마무리지을 수 있었다.신천지의 거짓과 숨김과 비협조,여기에 개독교도들의  '죽어도 모인다'는  코로나보다 심각한 아집으로앞일은 예상할 수 없게 되었다.진짜 종교인과 기독교인들은  기도하거나 / 현장에서 봉사하는데광신에 빠진 자들은  다른 사람들이야 위험에 빠지건 죽건 아랑곳하지 않고일단 모여서 예배해야 한다는 것이다.3월 말이면  충분히 안정기에 들어갈 수 있었는데전혀 예측할 수 없는 재앙을 만들고 있다.[ 예수라면 어떻게 하셨을까 ?? ]"
371,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70402&docId=348051352&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=372&search_sort=0&spq=0,2020.02.24,내공100마스크에 뿌리는소독제 뿌려도 되나요?,손소독제(젤) 사용하다가 좀 더 편한 스프레이형 소독제 사용중인데 그것마저도 다 써가고 새로 사려고 알아봤더니광고에는 마스크에 뿌려서 살균하라는데 영구적으로 쓰진 못 하겠지만 뿌려서 말리면 하루-이틀 사용 가능한가요??
372,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60901&docId=347563778&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=373&search_sort=0&spq=0,2020.02.18,성령 모독 훼방 죄인가요??,"제가 성령 모독 죄를 지은 것 같습니다.하나님의 사람을 점쟁이, 거짓 선지자, 프리메이슨이라고 비웃고 성령님 보고 마귀, 거짓의 영, 마귀의 영, 귀신이리고 비웃기까지 했었습니다. 하나님의 일하심인 것을 알면서도 속아 마귀의 일이라고까지 했었습니다. 이제는 정말로 이런 죄들을 짓지가 싫습니다. 정말 하나님의 일을 방해하기도 싫고 성령님 모독하기도 싫어요. 하고 싶은 마음이 눈꿉만큼도 없습니다. 짓고 나면 깨달아져 괴로워 미치겠어 하나님께 울며 자백하고 제발 용서해달라고 이런 죄 짓기 싫다고 제발 짓지 않을 수 있도록 도와달라고 눈물로 기도하고 간구했습니다. 성령 모독 죄라는 생각에 죄책감이 들어 제 자신을 정말 많이 때렸습니다. 어떻게든 하고 싶지 않아 제 자신을 때리면서 생각을 끊으려고 하지만 마귀가 주는 생각을 잘 끊고 있다가도 미혹되어 잠깐잠깐 지을 때가 있습니다. 지옥 갈 것 같아 너무 두렵습니다. 구원을 너무나도 받고 싶습니다. 그런데도 계속해서 짓고 마귀가 넣어주는 생각을 붙잡았습니다.정말 지을 때마다 그때그때 바로바로 하나님께 자백하고 제발 용서해달라고 했습니다. 지금은 정말 많이 성령님 모독하는 생각이 듭니다. 또 성령님을 훼방하는 생각을 할까봐 너무나도 두렵고 무섭고 떨립니다.마귀에게 미혹된 그 순간에만, 잠깐 속아서 그렇게 말하고 그렇게 생각했던 것인데 바로 뉘우치고 바로바로 자백했는데 하지만 자백하는 것조차도 말만 하는 자백이었습니다.제발 이러지 않을 수 있도록 도와달라고 하나님께 눈물로 기도도 했었습니다. 제가 정말로 용서받을 수 없는 걸까요?말로는 생각으로는 성령님 보고 마귀시라고 했지만 저는 전혀 그렇게 생각하지 않습니다. 마귀에게 아주 잠깐 한 순건에 속아 그렇게 했던 것이지 절대로 그렇게 생각하지도 않고 하나님의 일을 비방하고 싶지도 않습니다. 정말로요. 정말로 정말로 마귀에게 속아서 제가 무슨 일을 저지르는지도 모르고 저질렀습니다. 정말 그렇게 생각하지 않아요.... 이딴 미친 생각들 제발 받아드리고 싶지가 않아요. 하나님께 회개하고 싶습니다. 정말로 이런 죄들 짓고 싶지가 않습니다. 정말 정말 정말로요.하나님께 회개하고 싶고 이런 죄 짓고 싶지 않다는 마음은 성령님께서 주시는 건가요? 그러면 아직 저를 버리시지 않으신 건가요?엄마는 네가 하나님을 모르기 때문에 성령 훼방 죄에는 해당되지가 않고 너는 먼저 하나님을 알아야 된다고도 말씀하셨었는데 정말 용서받을 수 있나요?저도 정말로 구원받고 하나님을 앞에 바로 서고 싶습니다. 제발 천국에 가고 싶어요. 제발 저 좀 도와주세요. 저를 욕하는 말씀이어도 좋으니제발 답장 꼭 해주시기를 바랍니다. 저도 구원 받을 수 있는 건가요? 아니면성령님을 훼방했기에 구원받지 못하는 건가요?"
373,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=81302&docId=349230194&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=374&search_sort=0&spq=0,2020.03.07,대한통운 택배  누락,629116583744 대한통운 3일째 이동을 안하네요.같은 택배사 다른상품은 나중에주문 한건데도 받았거든요.누락된게 아닌지 알고싶어요.
374,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=4010503&docId=349018083&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=375&search_sort=0&spq=0,2020.03.05,신용8등급 햇살론 추가대출 가능할까요,"한국장학재단 학자금대출(450)그리고 1월달에 유X(2금융권) 700한번 받고 추가 300 (1000)4대보험 가입 되어있고, 보험료 3회 납부 했습니다.2월 중순 쯔음 아x저축은행 햇살론으로 900 추가 진행했습니다.대구살고 코로나 사태 때문에 생계자금이 부족한데추가대출 가능할까요?"
375,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=81302&docId=349001761&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=376&search_sort=0&spq=0,2020.03.05,안녕하세요 물개님!!대한통운 택배조회 부탁드립니다송장번호는 629076758095 입니다, 
376,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60901&docId=349708925&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=377&search_sort=0&spq=0,2020.03.12,개신교! 남한 6만여개 교회들은 보라!=단11:31 매일 드리는 제사를 폐하며!,"개신교! 남한 6만여개 교회들은 보라!=단11:31 매일 드리는 제사를 폐하며! 2020년 코로나 바이러스로인해 남한 6만여개 교회들중 상당수가 임시 휴교 상태이다.마치 휴교령이 내려진듯 하다.-문득 이런 생각이 스쳐 지나갔다.'단11:31 매일 드리는 제사를 폐하며...2020년 코로나 바이러스로인해 남한 6만여개 교회들중 상당수 임시 휴교상태.마치 적그리스도가 매일 드리는 제사를 폐하게 한다는 다니엘서11장31절과 비슷하네.-적그리스도가 등장하면?전세계 교회를 상대로 때려부수고 불태우고 교회들의 공예배를 폐한다.-적그리스도 시대를 대비해 남한6만여개 교회들 상당수에게 미래를 대비해 예행연습하게 하기 위해서하늘에서 임시 휴교령을 내린게 아닐까?'문득 그런 생각이 스쳐 지나갔다.*1990년1월초 남한 본인.중학교 1학년 입학전.중학교1학년 되기전인 애들은 대부분 성경에 무관심하다.그러므로 본인도 성경에 무관심한것은 당연지사!그냥 생각없이 교회를 다니는와중에...*1990년1월초 남한 본인.중학교 1학년 입학전.예지몽 꿈을 꾸었다.40인승 대형 버스에 운전수가 없이 나홀로 타고 있는데.버스가 무인운전해서 저승문으로 향했다.이후 도착한곳은 중학교1학년 교실.때는 새벽 여명.빛과 어둠이 공존.해가 떠오르기 시작.중학교1학년 애들이 보이는데 얼굴이 뿌얀 안개에 휩싸여 있고순백색 티셔츠를 입고 있는데 너무 맑고 깨끗해서 보기에 좋다.문제는...티셔츠 중앙에 백인 피부색 그램린형태 하급 악마 3마리 얼굴이 그려져 있고(꿈에서 보는데 너무 흉측해서 충격받을정도).그 얼굴들 밑에 ""하나님의 진노의 일곱대접을...""이 써 있었다.총천연색 풀컬러 예지몽 꿈이었다.이후 잠에서 깨어났는데..그당시 1990년은 남한 6만여개 교회들 사이에 요한계시록 다니엘서 이사야서 종말론 설교가 유행하던 시기였다.종말론 설교가 유행할때 본인은 중학교1학년 입학전.그때문에 성경에 뭐가 있는지 전혀 모르고그냥 생각없이 교회 출석하는데...그래도 들은 풍월이 있어서하나님의 진노의 일곱대접을=무슨 종말론 설교에 나오는 내용 같은데...그래서 요한계시록을 찾아보니계16:01 또 내가 들으니 성전에서 큰 음성이 나서 일곱 천사에게 말하되 너희는 가서 하나님의 진노의 일곱 대접을 땅에 쏟으라 하더라=>1977~1978년생들 본인 나이 또래의 애들이요한계시록 일곱대접 심판 시대를 경험한다는 예지몽 꿈이다.-후일 남한 6만여개 교회들 사이에 정통보수 기독교 교회들은 요한계시록을 이렇게 해석한다.계16:04 세째가 그 대접을 강과 물 근원에 쏟으매 피가 되더라계16:05 내가 들으니 물을 차지한 천사가 가로되 전에도 계셨고 시방도 계신 거룩하신 이여 이렇게 심판하시니 의로우시도다계16:06 저희가 성도들과 선지자들의 피를 흘렸으므로 저희로 피를 마시게 하신 것이 합당하니이다 하더라계16:07 또 내가 들으니 제단이 말하기를 그러하다 주 하나님 곧 전능하신 이시여 심판하시는 것이 참되시고 의로우시도다 하더라=>세번째 대접 심판은...전세계 교회들+전세계 신학교들+성직자들+신학대총장+신학교 교수들+신학생들+선교사들+전세계 기독교 언론매체+전세계 기독교인들.이들중 일부~또는 상당수가 3위1체 하나님의 심판대상이라는 구절이라고남한 6만여개 교회들중 정통보수 기독교 교회들의 성경해석이다.본인도 이러한 성경해석에 동의한다.계16:01 또 내가 들으니 성전에서 큰 음성이 나서 일곱 천사에게 말하되 너희는 가서 하나님의 진노의 일곱 대접을 땅에 쏟으라 하더라계16:02 첫째가 가서 그 대접을 땅에 쏟으매 악하고 독한 헌데가 짐승의 표를 받은 사람들과 그 우상에게 경배하는 자들에게 나더라계16:03 둘째가 그 대접을 바다에 쏟으매 바다가 곧 죽은 자의 피같이 되니 바다 가운데 모든 생물이 죽더라계16:04 세째가 그 대접을 강과 물 근원에 쏟으매 피가 되더라계16:05 내가 들으니 물을 차지한 천사가 가로되 전에도 계셨고 시방도 계신 거룩하신 이여 이렇게 심판하시니 의로우시도다계16:06 저희가 성도들과 선지자들의 피를 흘렸으므로 저희로 피를 마시게 하신 것이 합당하니이다 하더라계16:07 또 내가 들으니 제단이 말하기를 그러하다 주 하나님 곧 전능하신 이시여 심판하시는 것이 참되시고 의로우시도다 하더라계16:08 네째가 그 대접을 해에 쏟으매 해가 권세를 받아 불로 사람들을 태우니계16:09 사람들이 크게 태움에 태워진지라 이 재앙들을 행하는 권세를 가지신 하나님의 이름을 훼방하며 또 회개하여 영광을 주께 돌리지 아니하더라계16:10 또 다섯째가 그 대접을 짐승의 보좌에 쏟으니 그 나라가 곧 어두워지며 사람들이 아파서 자기 혀를 깨물고계16:11 아픈 것과 종기로 인하여 하늘의 하나님을 훼방하고 저희 행위를 회개치 아니하더라계16:12 또 여섯째가 그 대접을 큰 강 유브라데에 쏟으매 강물이 말라서 동방에서 오는 왕들의 길이 예비되더라계16:13 또 내가 보매 개구리 같은 세 더러운 영이 용의 입과 짐승의 입과 거짓 선지자의 입에서 나오니계16:14 저희는 귀신의 영이라 이적을 행하여 온 천하 임금들에게 가서 하나님 곧 전능하신 이의 큰 날에 전쟁을 위하여 그들을 모으더라계16:15 보라 내가 도적같이 오리니 누구든지 깨어 자기 옷을 지켜 벌거벗고 다니지 아니하며 자기의 부끄러움을 보이지 아니하는 자가 복이 있도다계16:16 세 영이 히브리 음으로 아마겟돈이라 하는 곳으로 왕들을 모으더라계16:17 일곱째가 그 대접을 공기 가운데 쏟으매 큰 음성이 성전에서 보좌로부터 나서 가로되 되었다 하니계16:18 번개와 음성들과 뇌성이 있고 또 큰 지진이 있어 어찌 큰지 사람이 땅에 있어 옴으로 이같이 큰 지진이 없었더라계16:19 큰 성이 세 갈래로 갈라지고 만국의 성들도 무너지니 큰 성 바벨론이 하나님 앞에 기억하신 바 되어 그의 맹렬한 진노의 포도주 잔을 받으매계16:20 각 섬도 없어지고 산악도 간데 없더라계16:21 또 중수가 한 달란트나 되는 큰 우박이 하늘로부터 사람들에게 내리매 사람들이 그 박재로 인하여 하나님을 훼방하니 그 재앙이 심히 큼이러라"
377,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080501&docId=347914954&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=378&search_sort=0&spq=0,2020.02.22,뜻 좀 알려주세여ㅜㅜㅜ,요즘 코로나때문에 인터넷 댓글이 난리인데 그 중에 훠훠훠 이러시던데 이건 무슨 뜻인가요 ?중국어인가요 아니면 그냥 사람들이 하는 말이가여중국어라면 무슨 뜻인지도 알려주세요 !
378,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60906&docId=348375111&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=379&search_sort=0&spq=0,2020.02.27,내공60충주 신천지 포교법 중 대학교 교수 및 대학원생을 사칭한 설문조사는 어떻게 신고하나요?,"충주 건대 글로컬과 교통대학교에 신천지 다니는 대학생이 수백명이라고 합니다. 이들은 바퀴벌레처럼 숨어서 충주에 사는 청년들 또는 타지에서 온 20-30대,40대 등 사람들에게 자신의 신분을 속이고 갖은 착한척을 다하며 접근하여 거짓포교하려고 합니다;; 최근까지도 모임이나 포교등을 금지하고있는 방침을 무시하고 충주에있는 대학교 sns 상에서 착한학생을 가장하여 무료나눔한다는 명목아래 접근하기도하고 오픈채팅방, 동아리, 설문조사 등 다양한 방법으로 충주시민들의 삶에 녹아들어 사기포교를 하고 다닙니다 ㅜ 본론으로 들어가 최근에 sns상에 설문조사가 올라왓는데 특정 대학교 교수, 대학원생을 꾸며내고 사칭하며 온라인 설문조사를 게시한것을 확인하였습니다.. 이러한 경우 어디에 신고할수있을까요..? 너무 혐오스러워요...........(참고로 설마하는 마음으로 대학교 홈페이지에 교수명단을 다 확인하였는데 교수이름을 꾸며낸것이었어요,,;;증거사진 캡쳐해둔게 있습니다)신천지의 교묘한 포교방법중 하나인지 모르고 설문조사에 응해주는 학생들이있을거같아 걱정됩니다..;;코로나 바이러스 확산으로 가뜩이나 더 불안한데 지역사회에 숨어들어 시민들을 교묘하게 속이고 포교하려드는 사이비 신천지인들 싹을 잘라내고 싶어요!!!!"
379,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=816&docId=348615390&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=380&search_sort=0&spq=0,2020.03.01,이 카톡 뉴스 믿을 만 한가요?,"다음은 서울의대 졸업생들의 단톡방 에 올라온 내용인데 현재 한국의 상황을 상당히 정확하게 분석하고 자가 대비책까지 제시한 내용이라 상당한 설득력이 있어서 참고하면 좋을 것 같습니다.☆현황분석1.확진자가 천명이 넘어가면 2주 후 부터는 사망자들이 급격히 늘어날 수 있음.2. 이렇게 되면 나도 감염되기 쉽고, 병원 에 가는 것이 불가능 해 짐. 3.현재도 선별진료소 에서 감염되는 사례 가 꽤 있다고 함.☆대비책비상약 준비: 아스피린,애드빌, 타이레놀.등 비스테로이드성 소염제, 항생제, 진해 거담제 등을 미리 가능한한 가족 수 대로 사 두세요.병원의 입원실이 모자라면 할 수 없이 자가격리해야 하고 2주 이상 외부 출입 도 불가하니 비상 식량도 준비 해야 합니다. 1000명의 확진자가 넘어 갔다는 건 우리나라 사정으로 볼 때 '지역감염단계' 로 들어 갔다는 얘기 입니다. 이 말은 어느 특정 지역이나 장소 를 막기엔 늦었고 산발적으로 각 도시 , 지방, 장소를 불문 하고"
380,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=816&docId=348615390&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=381&search_sort=0&spq=0,2020.03.01,이 카톡 뉴스 믿을 만 한가요?,"다음은 서울의대 졸업생들의 단톡방 에 올라온 내용인데 현재 한국의 상황을 상당히 정확하게 분석하고 자가 대비책까지 제시한 내용이라 상당한 설득력이 있어서 참고하면 좋을 것 같습니다.☆현황분석1.확진자가 천명이 넘어가면 2주 후 부터는 사망자들이 급격히 늘어날 수 있음.2. 이렇게 되면 나도 감염되기 쉽고, 병원 에 가는 것이 불가능 해 짐. 3.현재도 선별진료소 에서 감염되는 사례 가 꽤 있다고 함.☆대비책비상약 준비: 아스피린,애드빌, 타이레놀.등 비스테로이드성 소염제, 항생제, 진해 거담제 등을 미리 가능한한 가족 수 대로 사 두세요.병원의 입원실이 모자라면 할 수 없이 자가격리해야 하고 2주 이상 외부 출입 도 불가하니 비상 식량도 준비 해야 합니다. 1000명의 확진자가 넘어 갔다는 건 우리나라 사정으로 볼 때 '지역감염단계' 로 들어 갔다는 얘기 입니다. 이 말은 어느 특정 지역이나 장소 를 막기엔 늦었고 산발적으로 각 도시 , 지방, 장소를 불문 하고"
381,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40602&docId=348260342&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=382&search_sort=0&spq=0,2020.02.26,신천지가 일루미나티동생인가요,신천지 일루미나티 동생아닌가요?대한민국 인구를 줄이려고 하네
382,https://kin.naver.com/qna/detail.nhn?d1id=1&dirId=10604&docId=350046864&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=383&search_sort=0&spq=0,2020.03.16,주작 유튜버 불협화음 주작질,"안녕하세요.요새 코로나 사태도 심각하고 집에 있는 시간이 많다보니 유튜브 좀 보다가 우연히 불협화음이라는 채널을 알게되었는데요.(참고로 저는 주작 싫어해서, 몰카채널중 수상한 녀석들 빼고는 다른 몰카채널은 주작이 좀 심하게 들어가서 안보긴 합니다.)유튜버 불협화음 영상들 보고 좀 심각하다고 생각이 들어서 이렇게 글을 올립니다.TV예능 같은데 보면 대본도 있고 어느정도 시나리오가 있어야 방송이 흐름대로 잘 진행되서 어느정도 각색은 필요하다고 생각합니다.그런데 불협화음 이분들 영상들을 보면 그 정도가 너무 심한거 같아요.뭐 명탐정 코난 빙의 되었는지 주위에 사건사고가 끊이질 않더군요.그리고 문제 해결하는 방식이 경찰에 신고하면 간단하고 깔끔하게 해결할 문제를, 전혀 상식적이지 않은행동들 예를 들어서, 차에 불지른다던가 , 남의 집 앞에 시멘트 벽 쌓고, 사람 한테 폭죽 터트리는 등 진짜 위험한 행동들을 아무 거리낌 하고 그걸 또 떳떳하다고 영상을 올리지 않습니까?저는 우연히 추천영상에 뜨길래 봤다가 항마력 딸려서 뒤로가기 누르려다가 생각보다 구독자수도 많고,해서 댓글들 보니깐 어린애들이 환장 하더구만요. 어린애들이 이런 영상보고 뭘 배울까요?이건 구독자수 40만이 넘어가는 유튜버로서,어느정도 책임감은 가져야 된다고 생각합니다.그리고 있지도 않은일을 자기네들이 한거마냥 꾸며내고 그런 거짓된 이미지로 인기 얻으면서 돈 버는거 보니깐, 뭐 크게 불법적인건 아니지만 문제가 좀 심각하다고 생각 듭니다.어린애들 앞에서 지네들이 무슨 정의의 사도인 마냥 행동하는것도 정말 가짢고 보기 싫고, 이런 컨텐츠가 잘되면 앞으로 더 주작 유튜버가 많아질텐데 걱정입니다.여러분들의 의견은 어떤가요?"
383,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=8110105&docId=348837644&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=384&search_sort=0&spq=0,2020.03.03,대학생 중고차 구매 문의 현실적인 조언 부탁드립니다.,24살에 늦게 정신차려서 대학교 가려는 학생입니다.요새 코로나 때문에 학교입학이 많이 연기되었습니다.다른게 아니라 제가 전역하고 한 2년동안은 일을 하면서 차를 타고 다녔습니다.그런데 이제 학교에 가게 되면서 4월에 차를 부모님께 드리기로 했습니다.문제가 차 타보신분들은 아실텐데 차타다가 대중교통 이용하니까 너무 불편한겁니다. 가뜩이나 고등학생때 지하철에서 노친네들이 시비 걸어서 싸우게 되었습니다. 그 이후로 지하철에 트라우마가 있어서 지하철은 3~4정거장 이상이면 못탑니다. 학교가려면 무조건 버스로 가야되는 판이죠오늘 한번 대중교통 익숙해질겸 버스를 타고 학교를 가는데 지하철이랑 환승해서 가면 1시간밖에 안걸리는 거리를 버스로만 가니까 2시간 반이 걸리는 겁니다.이대로는 너무 힘들것 같아서 그냥 중고차를 좀 알아보고 있습니다.제가 그동안 경차만 몰아봤기에 욕심 안부리고 중고차도 경차로 알아보고 있습니다대략 계산을 해봤는데 장기렌트 할바엔 차라리 중고차할부넣고 보험도 신용카드 무이자 할부하는게 훨씬 이득이더라고요뭐 할부 60개월하면 월 6만원만 내면 되는곳도 있고요이러면 알바 주3일이나 4일뛰면 무리없이 유지가능할것 같고요그런데 남들은 다 그러더라고요. 직장 다니면 그때 사지 뭐하러 지금 사느냐. 멋내려고 벌써부터 차사냐? 이러는데 솔직히 저도 제대로된 직장 다닐때 사고는 싶습니다근데 너무 불편하고 또 차가 있으면 생활이 한껏 편해진다는거 아니까 제가 이런선택을 하는거고. 막말로 진짜 멋낼거면 좀 비싼 차 무리해서 사지 경차사지는 않을 거거든요제가 내린 결론은 조금 싼 경차로 생활이랑 차유지에 무리안가게 하고 싶은데 제가 하는 생각이 과연 맞을까요?오너분들 현실적인 답변 부탁드릴께요
384,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=110203&docId=347864696&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=385&search_sort=0&spq=0,2020.02.21,신천지 일반교회 차이점,제가 기독교인인데 중학생이거든요 좀 이해하기 쉽게 설명 좀요서치해보니까 장문 복사해서 답하시는분들 계시던데 그거 패스요 이해 뭣도 안되던데 신천지랑 일반교회 차이점이랑 이단이 뭔지 좀 알랴주세여 이단이 신천지인가요??
385,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60906&docId=210610838&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=386&search_sort=0&spq=0,2014.11.09,궁금하네요 JMS 정명석,저는 카톨릭 교인입니다.근데 얼마전부터 불신지옥을 외치는 개독들과 여러가지의 사이비 종교들이 이 사회에서 없어져야 한다고 생각하게되었습니다.카톨릭 이외의 종교를 믿으면 안된다는게 아니라 잘못된 믿음으로 남에게 피해를 주는 종교들이 없어져야한다는말입니다.최근엔 JMS 정명석 이 사이비교단들을 알게됬는데요.인터넷 여러 게시물들을 보았고 물론 그것이 알고싶다 JMS편도 봤습니다.근데 대부분의 JMS 교도들은 정명석의 죄를 부인하더군요 억울하게 누명씌였다고 ㅋㅋ근데 그러면서 하는말을 들어보니 증거는 어디에도없고 그냥 아니다 아니다 누명이다 거짓자백이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ이러더군요 북한처럼 인터넷사이버전사들이 퍼져서 지식IN에 답글달고 블로그에 글도 올리고 그러는것같던데 ㅋㅋㅋ그냥 제눈에는 북조선 김정은 추종자마냥 지네들은 자기들이 잘못되지않았다고 말하는것같더군요.그러나 혹시 제가 잘못 알고있는 부분이있을까봐정명석의 죄가 무죄인지 유죄인지 증거를 가져와서 설명해주길 부탁드립니다.
