,answers,average_noun_counts,average_verb_counts
83,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.아닐가능성이 높아요나라에서 새로운 지침이 나왔습니다.주증상은 발열 기침 폐렴 호흡곤란 목아픔 입니다.증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면서 3-4일동안 경과를 관찰하세요. 코로나 19 감염이 지역사회 감염으로 번지면서 불안감이 고조되고 있습니다.코로나 19는 아마도 아니겠지만  증상만으로는감별이 안되어서 걱정되거나 의심되면 1339 전화하셔서 선별검사나 진료가 필요한지 안내 받아보세요. 지속되거나 증상이 심해지면 1339로 전화해서 신고해야 합니다.,5.888888888888889,1.6666666666666667
84,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나 감염은 아닐가능성이 크지만 증상만으로는 감별이 안되니 답답합니다1339전화하시면 선별검사가 필요한분은 따로 안내 해드립니다 많이 걱정되시죠?  저도 그래요,3.3333333333333335,1.3333333333333333
85,코로나 19 감염이 지역사회감염으로번지면서 불안감이 고조되고있습니다아마도 아니겠지만   증상만으로는감별이 안되어서걱정되거나 의심되면  1339 전화하셔서 선별검사나진료가 필요한지 안내 받아보세요,9.0,2.0
86,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나 감염은 아닐가능성이 크지만 증상만으로는 감별이 안되니 답답합니다1339전화하시면 선별검사가 필요한분은 따로 안내 해드립니다,4.75,1.5
87,나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다아닐가능성이 높다고 생각합니다,7.25,2.0
88,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.발열증상이 없을수도 있습니다증상만으로는 구별을 할 수 없으니 더 답답합니다걱정이 많이되거나 증상이 심해지면  1339전화해서 선별검사가 필요한지 안내 받으셔야 합니다,4.4,1.8
89,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.집에서 하루 이틀 지켜 보시고증상 지속하면1339나 120이나 보건소 연락해서상담 받으세요. ,5.666666666666667,1.6666666666666667
90,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.하루 이틀 집에서 경과 보시고증상 지속 하면1339나 120이나 보건소 연락해서상담 받아 보세요. ,6.333333333333333,1.3333333333333333
91,나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,9.0,2.0
92,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.하루 이틀 집에서 경과 관찰 하시고증상 지속 하면1339나 120이나 보건소 연락해 보세요. ,6.333333333333333,1.0
93,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.걱정 많으시죠?증상만으로는 감별이 어렵습니다증상이 심해지거나걱정되시면  1339전화 해보시고 선별검사 지침에 따라주셔야 합니다,3.6,1.6
94,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.하루 이틀 집에서 지켜 보시고 증상 지속 하면1339나 120나 보건소 연락해 보세요. ,5.666666666666667,1.6666666666666667
95,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나19와 거리 있어 보여요.집에서 하루 이틀 지켜 보시고 증상 악화 하면1339나 120이나 보건소전화해서 상담 받아 보세요. ,5.0,1.75
96,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.나라에서 새로운 지침이 나왔습니다코로나 19 감연증의 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가코로나 19 감염이 지역사회감염으로번지면서 불안감이 고조되고있습니다코로나 19는 아마도 아니겠지만 증상만으로는감별이 안되어서걱정되거나 의심되면 1339 전화하셔서 선별검사나진료가 필요한지 안내 받아보세요 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,8.0,1.8571428571428572
97,코로나 19 감염이 지역사회감염으로번지면서 불안감이 고조되고있습니다아마도 아니겠지만 증상만으로는감별이 안되어서걱정되거나 의심되면 1339 전화하셔서 선별검사나진료가 필요한지 안내 받아보세요,9.0,2.0
98,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.  증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. [네이버 지식백과] 코로나바이러스감염증-19 - COVID-19 (시사상식사전, pmg 지식엔진연구소)  1339나 120나 보건소 연락해 보세요. ",11.571428571428571,2.857142857142857
99,많이 걱정되시죠? 나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다 참고가 되셨으면 좋겠습니다 ,5.8,1.6
100,안타깝지만 증상만으로는 구별을 할 수가 없는것은 잘알고 계시죠?아마 감기증상일 가능성이 높아요 나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다 도움이 되셨으면 좋겠습니다  ,5.666666666666667,2.1666666666666665
101,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.검사를 해봐야 해요.하루 이틀 집에서 증상 지켜 보시고 증상 지속 하면1339나 120이나 보건소 연락 해서상담 받으세요. ,5.0,2.0
103,증상만으로  의심이 불가하니 답답합니다아직까지 우려 할만한 증상은 아닌것 같습니다 나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다 도움이 되셨으면 좋겠습니다,5.5,1.8333333333333333
104,아직은 걱정안하셔도 될것같아요 나라에서 새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,7.25,1.75
107,많이 불안하신가요? 그래서 그럴수도있어요진료는 받아보셨나요?빨리 회복하시길 기원합니다 코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,5.166666666666667,1.5
108,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.아닐가능성이 높지만 증상만으로 감별이 안되니 답답합니다증상이 심해지거나 걱정이 많으시면 1339에 문의하셔서 선별검사가 필요한지 상담이 필요합니다,5.25,1.75
109,"일단 발열 여부를 좀더 지켜보는 것이 중요할 것 같습니다.현재 코로나 검사는 중국여행력이나 접촉력이 없는 경우, 발열, 호흡기 증상, 또는 방사선 검사상 폐렴 소견이 있는 환자들에게 시행하고 보건소 의뢰 후 검사 결과를 기다리는 순서로 진행됩니다.그런 유소견 환자들만 검사를 진행하여도 검사결과가 나오는 시간이 점점 길어지고 있습니다.워낙 검사의뢰가 많아서 그럴 듯 합니다.하여 검사 적응증에 해당하지 않으면 환자분이 원하신다고 하여도 모두 검사가 진행되지는 않습니다.발열상황 및 증상을 좀 더 지켜보며 자가격리 하시고 개인위생에 더욱 신경쓰셔야 할 것 같습니다.",8.5,3.0
111,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나19와 거리 있어요.1339연락해서 상담 하세요.1339는 24시간 합니다. ,2.6,1.0
113,조금더 견뎌보셔도 좋을듯 한데  좀 오래되긴하셨네요1339 전화하셔서 선별검사가 필요한지 문의 해보세요  코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,8.0,2.75
114,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나19와 조금 관계 있어 보여요.집에서 2-3일 지켜 보시고37.5도 이상 열과 함께 인후통 기침 있으면1339나 보건소 연락 해서상담 해 보세요. ,5.25,2.5
115,코로나 감염은 증상만으로 구별하기 힘든것은 아시죠?  코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다 감기와 비슷하지만 폐렴이 심해지면 호흡곤란 증상이 나타날 수 있고  열이 납니다,8.75,2.75
116, 코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다증상으로만 구별할수는 없지만...,9.333333333333334,2.0
117,코로나라기 보다는 장염증상이 아닌가 싶어요증상만으로 감별이 되는 것은 아니어서견디기 힘드시면  검사를 받아보셔야하고그정도 아니면 좀더 견뎌 보시는데식사는 하지말고 속이 편해지고 설사 멎을떄까지 물만드시고 굶어보세요,6.5,7.0
118,아마도  아닌것 같습니다   코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,8.666666666666666,2.3333333333333335
119,증상만으로 코로나를 알아낼수는 없는것  잘알고 계시죠?너무 코로나 걱정을 많이하시는 분은 아닌가 하는생각이 듭니다,2.5,3.0
120,"""가벼운 감기증상이라고 생각하시면됩니다 http://m.health.chosun.com/svc/news_view.html?contid=2020022403788&ref=no_ref              가벼운 열·기침… 나도 코로나19? 감기약 먹고 4~5일 경과 관찰하세요 가벼운 열·기침… 나도 코로나19? 감기약 먹고 4~5일 경과 관찰하세요 이금숙 헬스조선 기자 가 - 가 + 2020/02/25 09:11 [호흡기 증상 시 대응 요령]호흡곤란·객혈 증상 생기면 선별진료소 가거나 1339 상담을호흡기 환자 전용 '안심병원'도 코로나19가 통제의 범위를 벗어나 확산되고 있다. 열·기침·인후통 등 호흡기 증상이 나타날 경우 '코로나19' 감염에 대한 우려를 떨칠 수 없는 상황이다. 코로나19 확진자들의 초기 증상이 일반 감기 증상과 유사했다는 전언까지 나온 마당이다. 호흡기감염 관련 주요 의학회들이... m.health.chosun.com            참고해주세요""",73.0,18.0
121,스트레스 많으신가요?불안하고초조한가요?잠은 잘자나요?운동은규칙적으로하시죠?코로나는 아닌것같습니다,1.6,1.0
122,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나는아닐것 같은데   요즘 너무 외출도 안하고 실내생활만 하면서  불편함을 호소하는 분들이 많아요체온은몇도인지요? 정상체온의 범위가 넓어요http://digitalchosun.dizzo.com/site/data/html_dir/2016/01/27/2016012711976.html              36.5℃만 정상 체온? 나이·부위별 정상 체온 범위 36.5℃만 정상 체온? 나이·부위별 정상 체온 범위 digitalchosun.dizzo.com              ,6.333333333333333,1.5
123,코로나는 아닌듯 합니다증상이 어떻게 변화하는지는 눈여겨 보시는게 좋아요 나라에서 새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,6.0,2.2
124,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.요즘 누구나 조금만 증상이있어도  무섭고 두려워합니다증상만으로 코로나 인지 알수 없지만  코로나는 아닌듯 합니다,3.75,2.25
125,괜찮으실겁니다너무걱정하지마시고 경과를 지켜보세요,1.0,2.0
126,많이 걱정되시죠?열이 얼마나 나나요?요즘은  열이나면 너무 심하지않으면 2-3일 경과 보다가 선별진료소로 가시는게 맞습니다빨리 잘 회복하셨으면 좋겠습니다,2.25,1.75
127,좀더 증상을 지켜봐야 하지만  아직은 아닌것 같습니다,1.0,2.0
128,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이세라 입니다. 가능성이 떨어집니다. 경과관찰하세요.,3.6666666666666665,1.0
129,아닌것같긴한데요  증상만으로구별이 안되니  경과를지켜보셔야합니다,2.0,2.5
130,증상으로만 구별할 수는 없지만 그래도 일단 안심하세요증상이 어떻게 변하는지 관심을 가지셔야 하고샘해지면  선별진료 받아보셔야 할수도 있어요,4.0,5.5
131,요즘 몸이 조금만 불편해도  코로나 걱정을 많이합니다증상만으로 알수 없으니  아마도 아니겠지만집에서 휴식을 취하시는것이 좋아요,4.5,3.0
132,장염증상이 아닌가 싶네요배가 편하고 설사가 멎을떄까지는 물만 드시고식사는 드시지 않는편이 좋아요,3.5,3.0
133,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나 19증상은 37.5도 이상의 열 기침 근육통 피로 입니다.1339나 보건소 연락해서 상담 하세요. ,4.5,1.25
134,많이 걱정되시죠? 요즘은 누구라도 그렀습니다증상을 지켜보시다가열이오르거나 심해지면 선별진료소 방문이 필요합니다,3.3333333333333335,1.0
135,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - (COVID-19) (시사상식사전, pmg 지식엔진연구소)            2-3일 지켜 보시고37.5도 이상의열 기침 근육통 피로 있으면1339나 보건소 연락해서 상담 하세요.",22.0,4.428571428571429
136,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - (COVID-19) (시사상식사전, pmg 지식엔진연구소)            1339나 보건소 연락 해서상담 받아 보세요. ",21.142857142857142,4.142857142857143
137,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.1339나 120이나 보건소 전화해서상담해 보세요. ,4.333333333333333,0.6666666666666666
138,요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를 구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요,5.5,2.5
139,열은 몇도까지 올랐나요?요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를  구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요,4.333333333333333,2.0
140,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.내일 아침 일어나서 증상 있으면 출근 하지 마시고2-3일 집에서 지켜 보시고 37.5도 이상의 열 기침 근육통 피로있으면 1339나 보건소 연락하여 상담 하세요. ,7.333333333333333,3.6666666666666665
141,요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를  구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요열이나는지 경과를 지켜보시는것도 중요합니다가능한 집에 머무시면 더좋구요,5.333333333333333,3.0
142,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - (COVID-19) (시사상식사전, pmg 지식엔진연구소)             ",20.714285714285715,3.7142857142857144
143,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나는 잠복기가 이주정도  또는 그이상까지도 봅니다아마도 아닐테니 너무걱정하지 마세요,4.0,1.5
144,증상만으로 코로나를 알 수는 없어요열은 몇도까지 올랐나요?열이 38도를 넘거나 증상이 심해지면  경과를 지켜보시다가  선별진료소 방문을 고려하셔야 합니다,4.0,2.3333333333333335
145,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.열이 38도를 넘지 않으면  아닐가능성이 높아요요즘 조금만 불편해도 코로나 때문에 걱정이 많습니다증상만으로 코로나를 구별할수는 없지만 코로나는 아닌 듯하니 너무 걱정하지않으셔도 괜찮을것 같아요 ,4.2,1.8
147,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나 조금 의심 됩니다.1339나 보건소 연락해서상담 받아 보세요.    ,3.25,1.25
148,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.  증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - (COVID-19) (시사상식사전, pmg 지식엔진연구소)            집에서 2-3일 증상 지켜 보시고 37.5도 이상의열 기침 근육통 피로 있으면1339나 보건소 연락해서 상담 받아 보세요. ",22.285714285714285,4.428571428571429
149,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.열이 몇도나 나나요?  열이 38도이상의 고열이면  해열제 한번 드시고  그래도 계속오르면  선별진료소 방문 고려해보시는 것은 어떨까요?,4.5,2.5
151,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - (COVID-19) (시사상식사전, pmg 지식엔진연구소)            코로나와 거리 있어요.2-3일 지켜 보시고 37.5도이상의 열 기침 근육통 피로있으면 1339연락해서 상담 하세요.",19.375,4.0
152,열이 좀더 오르고 지속되면  1339통화하고지침에 따르시는것이 좋아요이상태로 좋아지셨으면 좋겠네요,3.0,2.5
153,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 집에서 2-3일 지켜 보시고37.5도 이상의 열기침 근육통 피로 있으면1339나 보건소 연락해서 상담 받아 보세요. ,6.0,2.3333333333333335
154,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - (COVID-19) (시사상식사전, pmg 지식엔진연구소)            조금 애매 합니다.집에서 2-3일 지켜 보시고37.5도 이상의 열 기침 근육통 피로 있으면1339나 보건소 연락 해서 상담 하세요. ",19.375,4.125
